rumor_id,rumor_subject,rumor_title,rumor_text,tag_boi,tag_hou,tag_bre,tag_bry,tag_din,tag_kon,tag_hav,tag_tar,tag_ter,tag_dou
B044,rumor_val,Goliaths,"Les goliaths adorent la compétition et tenir compte de leurs faits d'armes, en comptant leurs réalisations pour les comparer à celles des autres. Les goliaths aiment gagner, mais ils considèrent la défaite comme un stimulant pour améliorer leurs compétences. Par-dessus tout, chaque goliath est animé par le désir de surpasser ses performances passées, en prenant des risques de plus en plus grands. En conséquence, peu de goliaths vivent assez longtemps pour atteindre un âge avancé.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B045,rumor_val,Goliaths,"Il existe deux clans, et ils sont en conflit depuis longtemps. Le clan Akannathi et le clan Thuunlakaga.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B046,rumor_val,Clan Akannathi,"Le clan Akannathi réside dans l'Abri de la Tour du Ciel. Ils sont connus pour leur compétitivité farouche, leur aversion pour les étrangers et leur maîtrise du dressage des griffons.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B047,rumor_val,Clan Thuunlakaga,"Le clan amical Thuunlakaga peut être trouvé dans le Repaire du Rocher du Dragon. Peu de temps après s'être établis dans ce repaire, les goliaths ont été défiés par un dragon blanc adulte. Le dragon a sous-estimé la détermination des goliaths et, des décennies plus tard, ses restes squelettiques se trouvent toujours à proximité, témoignage de leur triomphe.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B048,rumor_val,Arveiaturace le Dragon Blanc,"Connu des habitants des Dix-Villages comme le Wyrm Blanc, Arveiaturace est un ancien dragon blanc qui a établi sa tanière au sommet du Glacier de Reghed. Elle reste le prédateur le plus redoutable de Valbise, même si l'âge a troublé ses yeux avec des cataractes, limitant sa vision à une portée de 60 pieds. Cependant, son sens de l'ouïe, de l'odorat et sa perception extrasensorielle n'ont pas diminué. Heureusement pour les habitants de la vallée, elle préfère le goût de la chair de renne, de morse et d'ours polaire à celui des humanoïdes. Le dragon a un grand respect pour les humanoïdes et n'a jamais directement menacé les Dix-Villages.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B049,rumor_val,Arveiaturace le Dragon Blanc,"Un temps, Arveiaturace a servi un sorcier nommé Meltharond, dont le cadavre gelé reste attaché à une selle sur le dos du dragon.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B050,rumor_ten,Tour de l'Arcane,"Une puissante société de lanceurs de sorts opère à Luskan (ville au sud) et est connue des Dix-Villages sous le nom de la Tour de l'Arcane. Le leadership est composé de cinq archimages qui choisissent personnellement les autres membres, privilégiant les sorciers aux grandes réalisations. Chaque année, des dizaines de sorciers de tout Faerûn affluent vers la Tour de l'Arcane, espérant être admis dans les rangs de la confrérie. L'admission dans la confrérie permet d'accéder aux incroyables bibliothèques de connaissances magiques de la Tour de l'Arcane. En intégrant ces sorciers, la confrérie transforme des ennemis potentiels en collègues, neutralisant ainsi les menaces futures.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B051,rumor_val,Orbe Pâle,"Une orbe pâle est parfois apparu dans le passé dans Valbise, on dit que cet objet est lié à l'hiver et au coeur de la vierge de glace. Montrant à ceux digne de son pouvoir les visions et les désirs de la divinité. Cet objet magique semble avoir disparu au cours du siècle passé et certains supposent qu'il a été repris par Auril elle-même en attendant de trouver  un porteur digne de cette faveur.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B052,rumor_leg,Sang du Titan de Glace,"On raconte que Talos a vaincu un des titans de glace au cours d'une bataille sanglante lors de temps immémoriaux ; la légende raconte que le sang du titan fut crystallisé sous les assauts foudriyant de Talos. Les restes du titan enterrés sous le Cairn, le sang cristallisé est devenu la glace noire.
On dit même que Talos aurait dit : ""Que tes restes putrides continuent de brûler sans fin"". Invitant ses fidèles à monopoliser le sang de l'ennemi vaincu.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B053,rumor_leg,Chwingas,"Une légende locale parle de petites créatures féerique qui ressemble à de petits chiffons apparaissent parfois aux enfants proche des villages, et joue avec eux dans la neige. Ces petites créatures aiment faire des blagues aux habitants, comme geler une boisson chaude, voler toutes les chaussettes droites d'un aventurier ou encore lâcher un souffle froid dans le cou d'une personne endormi. Un conte pour enfant raconte qu'après avoir fait leurs exactions les Chwingas disparaissent en riant aussi vite qu'ils sont apparus.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B054,rumor_ten,Conseil des Porte-Parole,"Chaque village est une colonie indépendante qui élit un chef, ou porte-parole, qui représente les intérêts de la communauté pendant les réunions du Conseil des portes-paroles qui se tiennent de temps en temps à Bryn Shander. Ces rencontres ont lieu lorsque un sujet fait surface ou qu'il faut arbitrer un conflit entre deux villages. ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B055,rumor_ten,Expédition des Nains,Une affiche posté par deux frères nains Eberk et Brottor invite les âmes courageuses pour une expédition vers l'échine du monde. Ils pensent avoir trouvé une mine de platine non loin de Havre-Est ; ils cherchent à recruter des aventuriers pour les accompagner afin de faire du repérage.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B056,rumor_ten,Avarice,Elle possède une paire de gargouilles fidèles nommées Gargle et Gurgle qui lui servent de gardes du corps et d'éclaireurs. Elle a un familier : un corbeau bruyant nommé Skelm. Elle semble hautaine et elle a l'air de se parler à elle-même. ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B057,rumor_ten,Nass Lantomir,Une femme étrange avec un furet arctique blanc comme familier. Elle semble un peu pressé et excentrique. Elle a posé des questions à propos d'un puissant artefact magique enfoui profondément sous les glaces. Elle cherche un moyen de négocier avec Auril pour lui laisser un passage dans le glacier.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B058,rumor_ten,Velynne Harpell,"Son familier est une chouette des neiges. Elle a engagé les services de six kobolds d'Icewind qui agissent comme valets et guides. Deux d'entre eux ont été tués par Nass Lantomir, mais Vellynne a animé leurs cadavres, les transformant en zombies.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B059,rumor_val,Id Ascendant,"Il y a sept jours, une comète s'est écrasée sur les montagnes.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B060,rumor_ten,Chevalier de la lame noire,"Les Chevaliers de l'Épée Noire sont une société secrète de cultistes dévoués à Levistus, l'archidiable qui règne sur Stygia, la sixième couche des Neuf Enfers, depuis les confins d'une prison de glace dont il ne peut s'échapper.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B061,rumor_ten,Chevalier de la lame noire,Les cultistes de Levistus ont leur base dans la forteresse de Caer-Dineval.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
B062,rumor_ten,Vaelish Gant,"Arrivé de Luskan, il vit en grande partie à Bryn Shander, où il a aidé Duvessa Shane a rassembler de la nourriture dans des entrepôts",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
